id,image_path,label,text,reason
3756,03756.png,1,,mocks the blacks by highlighting the irony of blacks living all over europe when they are the comes harassing white people for living in africa.
3764,03764.png,1,,disrespects the muslims by labelling them as terrorists.
3789,03789.png,1,,disrespects the jews by downplaying the culling of jews by hitler through the incorporation of a pun on anne frank.
3794,03794.png,1,,derides the lgbt community by mocking their eyebrows.
3841,03841.png,1,,mocks the people with physical disabilities who have terminal illnesses by joking about their short lifespan.
3845,03845.png,1,,disrespects the blacks by likening them to gorillas.
3854,03854.png,1,,dehumanizes the jews by implying that they are lesser than animals.
3864,03864.png,1,,dehumanizes the americans as school shooters.
3874,03874.png,1,,dehumanizes the refugees by suggesting that they are drug traffickers.
3896,03896.png,1,,disrespects the jews by celebrating the culling of the jews by hitler.
3927,03927.png,1,,disrespects the muslims by insinuating them to be into bestiality.
3947,03947.png,1,,disrespects the people with physical disabilities by joking about stephen hawking's posture.
4126,04126.png,1,,dehumanizes the jews by suggesting that they are lesser people who will not end up in heaven.
4138,04138.png,1,,disparages the blacks by likening them to bicycles and suggesting that they should be enslaved else they will not work.
4163,04163.png,1,,disrespects the whites by expressing animosity against them.
4175,04175.png,1,,disparages the blacks as criminals.
4263,04263.png,1,,disrespects the jews by downplaying the culling of the jews during the holocaust by incorporating ii into a pun on anne frank.
4267,04267.png,1,,mocks the muslims by suggesting that they are the culprits to any incident.
4268,04268.png,1,,disrespects the muslims by suggesting that they are anything but normal people.
4287,04287.png,1,,ridicules the females as less capable humans by suggesting that their only job is to cook for their husbands.
4326,04326.png,1,,ridicules the asians as primitive by suggesting that they eat cats.
4328,04328.png,1,,ridicules the middle easts as inferior by likening them to dog excrement.
4356,04356.png,1,,disrespects the blacks by trivializing the enslavement of the blacks on cotton fields.
4361,04361.png,1,,dehumanizes the muslims as inferior by suggesting that every muslim country is backward.
4397,04397.png,1,,disrespects the jews by making a pun on the word 'auschwitz' to trivialize the internment of jews at auschwitz during the holocaust.
4529,04529.png,1,,disrespects the muslims by encouraging the propagation of the images of pigs which upset the muslims.
4579,04579.png,1,,disrespects the catholic christians by suggesting that they protect paedophiles.
4619,04619.png,1,,ridicules the whites as trash by suggesting that barbie is a bad influence on children.
4623,04623.png,1,,ridicules the mexicans as overweight by suggesting that they receive large amounts of money in food stamps from the us government.
4658,04658.png,1,,dehumanizes the muslims as cold-blooded killers by suggesting that the muslims will even kill people who sympathize with them.
4765,04765.png,1,,disrespects the muslims by trivializing the invasion of afghanistan by the us in 2001.
4786,04786.png,1,,ridicules members of the lgbt community by likening their gender identity to a mental illness.
4791,04791.png,1,,ridicules the muslims as sex maniacs by suggesting that there is no dress that can provide women security from muslim males.
4813,04813.png,1,,ridicules the blacks as thieves by suggesting that thievery is their way of life and that not engaging in thievery can turn them into superior whites.
4819,04819.png,1,,disrespects the jews by trivializing the killing of jews in gas chambers in auschwitz during the holocaust.
4827,04827.png,1,,ridicules the americans by mocking the vietnam war veterans for being reminded of gunshots when they hear popcorn kernels popping in the microwave.
4859,04859.png,1,,disrespects the blacks by using wordplay to call them niggers.
4873,04873.png,1,,derides the lgbt community by mocking caitlyn jenner for being a transgender.
4912,04912.png,1,,ridicules the mexicans as invaders for waving the mexican flag.
4918,04918.png,1,,ridicules the asians as blind by mocking the appearance of their eyes.
4928,04928.png,1,,dehumanizes the females as less capable humans that are not good for anything except dishwashing.
5123,05123.png,1,,ridicules the blacks as thieves by suggesting that are usually responsible for thefts in the neighbourhood.
5127,05127.png,1,,dehumanizes the muslims as murderers by suggesting that they will kill you for trivial reasons.
5148,05148.png,1,,disrespects the japanese by trivializing the dropping of two atomic bombs on hiroshima and nagasaki before japan surrendered in world war 2.
5164,05164.png,1,,disrespects the africans by mocking their lack of access to food.
5172,05172.png,1,,dehumanizes the muslims as murderers by suggesting that they will kill anyone who doesn't agree that islam is the religion of peace.
5241,05241.png,1,,ridicules the blacks as inferior by suggesting that their black skin colour is a disadvantage and that vitiligo can help them get rid of their blackness.
5264,05264.png,1,,derides the people of color as the problem.
5273,05273.png,1,,ridicules the females as whores by suggesting that they engage in sexual intercourse with multiple males.
5297,05297.png,1,,ridicules the females by suggesting that their only job is to handle household chores.
5329,05329.png,1,,ridicules the blacks as inferior by suggesting that being coloured is a bad thing.
5398,05398.png,1,,ridicules the whites as racists by suggesting that they target only the blacks.
5471,05471.png,1,,ridicules the lgbt community for their sexual preferences by calling homosexuals faggots.
5614,05614.png,1,,ridicules the blacks as inferior by likening them to bear shit.
5643,05643.png,1,,disrespects the africans by suggesting that the hungry african children should eat the flies hovering over their bodies to avoid starving.
5719,05719.png,1,,ridicules the muslims as abusive by suggesting that they beat their wives.
5736,05736.png,1,,dehumanizes the jews as inhumane by suggesting that they do not teach their children about humanity.
5749,05749.png,1,,ridicules the muslims as dangerous by calling them explosive.
5782,05782.png,1,,uses derogatory terms against the blacks by calling them niggers.
5784,05784.png,1,,ridicules the blacks as primitive by suggesting that their children look like gorillas.
5826,05826.png,1,,ridicules the females as intellectually inferior by suggesting that females are always wrong.
5872,05872.png,1,,ridicules the muslims as destructive by suggesting that they cause destruction wherever they go.
5917,05917.png,1,,ridicules the people with physical disabilities (stephen hawking) by likening them to a damaged chair.
5926,05926.png,1,,dehumanizes the muslims as terrorists by suggesting that the muslims plan bombings.
5941,05941.png,1,,dehumanizes the africans as sticky strips by calling the dying bodies of starving african children sticky.
5942,05942.png,1,,ridicules the muslims as unsuitable partners by suggesting that the cause of princess diana's death was her relationship with a muslim man.
5943,05943.png,1,,excludes the whites by likening them to trash and suggesting that they should be taken out.
5987,05987.png,1,,ridicules the blacks as primitive by suggesting that dating a black is similar to having an ape for a pet.
6179,06179.png,1,,ridicules the muslims as degenerates by suggesting that muslim males engage in sexual intercourse with goats.
6213,06213.png,1,,disrespects the lgbt community by suggesting that the only people having sexual intercourse with transgenders are those from the us navy.
6293,06293.png,1,,instigates violence against members of the lgbt community by suggesting that transgenders should be killed to end transphobia.
6315,06315.png,1,,instigates violence against the mexicans by suggesting that their dead bodies should be left hanging at the us-mexico border.
6349,06349.png,1,,ridicules the muslims as inferior by suggesting that they are unfit to be voted into the us government.
6374,06374.png,1,,disrespects the muslims by mocking the execution of benito mussolini who was known as the 'protector of islam.
6378,06378.png,1,,ridicules the blacks as primitive by likening them to apes.
6415,06415.png,1,,ridicules the whites as unsuitable partners by suggesting that dating white men is disgusting.
6435,06435.png,1,,disrespects the blacks by trivializing the trade of black slaves for cotton picking during the colonial times in the us.
6471,06471.png,1,,ridicules the whites as evil by suggesting that they oppress the blacks.
6479,06479.png,1,,instigates violence against the blacks by suggesting that one should shoot blacks as a white cop.
6482,06482.png,1,,ridicules the females as inferiors by suggesting that their only job is to make sandwiches for their husbands.
6483,06483.png,1,,"ridicules the females as irritating by suggesting that they perpetually whine, nag and bitch."
6489,06489.png,1,,uses derogatory terms towards the muslims to call them less intelligent by comparing their hijab with diapers and calling them having shit for brain.
6519,06519.png,1,,ridicules the muslims as goat fuckers by suggesting that muslim males engage in sexual intercourse with goats.
6534,06534.png,1,,ridicules the blacks as abusive by suggesting that they beat up their girlfriends.
6541,06541.png,1,,disrespects the jews by trivializing the killing of jews in gas chambers during the holocaust.
6543,06543.png,1,,"ridicules the blacks as inferior by suggesting that despite all their good qualities, they'll always remain inferior due to their colour."
6547,06547.png,1,,disrespects the jews by trivializing the jews' struggle to hide from the germans during the holocaust.
6584,06584.png,1,,ridicules the lgbt community by suggesting that one can become transgender by consuming too much trans fat.
6589,06589.png,1,,ridicules the muslims as goat fuckers by suggesting that muslim males engage in sexual intercourse with goats.
6759,06759.png,1,,ridicules the people with intellectual disabilities by mocking the way they eat ice cream for the first time.
6781,06781.png,1,,ridicules the blacks as dangerous by suggesting that they must be subdued using bullets instead of normal methods.
6795,06795.png,1,,dehumanizes the muslims as abusive by suggesting that muslim males abuse their wives.
6823,06823.png,1,,disrespects the jews by trivializing the killing of jews in gas chambers during the holocaust.
6824,06824.png,1,,uses derogatory terms against members of the lgbt community.
6825,06825.png,1,,ridicules the muslims as abusive by suggesting that muslim males use force as a means of persuade their wives.
6832,06832.png,1,,excludes the muslims by promoting of an australian who removes muslims.
6845,06845.png,1,,dehumanizes the muslims as goat shaggers by suggesting that the muslim males engage in sexual intercourse with goats.
6859,06859.png,1,,ridicules the germans as mass murderers by mocking the role of a german (hitler) in the mass murder of the jews during the holocaust.
6871,06871.png,1,,ridicules the muslims as degenerates by suggesting that muslim males engage in sexual intercourse with goats.
6873,06873.png,1,,dehumanizes the muslims as degenerates by suggesting that they create and view goat porn.
6874,06874.png,1,,disrespects the jews by trivializing the killings of jews by germans in gas chambers during the holocaust.
6893,06893.png,1,,disrespects the females by trivializing rape and abortion.
6897,06897.png,1,,ridicules the blacks as slaves of the whites by suggesting that they are still subject to oppression by the whites.
6914,06914.png,1,,ridicules the muslims as untrustworthy by using the 9/11 attacks as a reason to not vote them into the us government.
6934,06934.png,1,,disrespects the jews by trivializing hitler's killing of jews during the holocaust.
6937,06937.png,1,,dehumanizes the muslims as degenerates by calling their religion sick and likening them to zombies.
6987,06987.png,1,,disrespects the females by mocking female addicts who do not have custody of their children due to their addiction.
7125,07125.png,1,,dehumanizes the muslims as terrorists by suggesting that the us should be wary of muslims being voted to congress after the 9/11 attacks.
7159,07159.png,1,,instigates violence against the females by suggesting that the shooter should engage in sexual intercourse with the dead female's body.
7192,07192.png,1,,disrespects the jews by trivializing the capture and internment of jewish families in concentration camps during the holocaust.
7236,07236.png,1,,disrespects the blacks by using wordplay to form the word 'nigger.
7254,07254.png,1,,instigates violence against the muslims by encouraging women to shoot muslims.
7261,07261.png,1,,disrespects the americans by calling the american gypsies trash.
7293,07293.png,1,,disrespects the whites by trivializing the experiences of those who jumped from the world trade center building during the 9/11 attacks.
7294,07294.png,1,,disrespects the jews by suggesting that the axis powers should have won world war 2 to prevent the jews from living in germany.
7356,07356.png,1,,ridicules the females as less capable humans by suggesting that their only job is to cook for their husbands.
7385,07385.png,1,,disrespects the jews by trivializing the killing of jews in gas chambers during the holocaust.
7412,07412.png,1,,ridicules the whites by likening them to trash.
7419,07419.png,1,,incites violence against the blacks by threatening to shoot them if they arrive.
7452,07452.png,1,,disrespects the jews by denying the existence of the gas chambers that were used to kill many jews.
7456,07456.png,1,,mocks the muslims as abusive to women in relationships.
7458,07458.png,1,,attacks the lgbt community for being so evil that even satan is not amused.
7465,07465.png,1,,incites hate and violence towards the blacks if they do not return the god of white people.
7486,07486.png,1,,ridicules the lgbt community by suggesting lesbians are unnatural as they have both characteristics of males and females.
7561,07561.png,1,,incites violence against the jews to break their windows and property.
7592,07592.png,1,,uses derogatory terms against the lgbt community and suggesting they get mad easily.
7628,07628.png,1,,stereotypes the muslims as plane terrorists.
7651,07651.png,1,,dehumanizes the females as the lesser gender that deserve to get beaten up for talking back to men and having a smart mouth.
7685,07685.png,1,,mocks the people with intellectual disabilities by downplaying suicidal thoughts and encouraging suicide.
7692,07692.png,1,,dehumanizes the blacks as less capable humans that are to be kept as slaves.
7693,07693.png,1,,mocks the muslims by suggesting they are into bestiality and date goats.
7849,07849.png,1,,dehumanizes the blacks as inferior to whites as they abuse their relationship partners.
7853,07853.png,1,,ridicules the lgbt community by labelling them as a bigger tragedy than the 9/11 attacks.
7865,07865.png,1,,dehumanizes the females as less capable humans that are only good for household chores such as dishwashing as well as fulfilling the sexual needs of men.
7931,07931.png,1,,incites violence aginst the blacks unless they become christians.
7956,07956.png,1,,mocks the blacks by comparing them to chewbacca who is a harry looking beast.
7965,07965.png,1,,dehumanizes the blacks as less capable humans that cannot prosper without whites.
7968,07968.png,1,,mocks the blacks for not having fathers as children.
7984,07984.png,1,,derides the muslims by labelling them as intolerables.
8125,08125.png,1,,uses derogatory terms against the lgbt community and suggesting they have been rebuilt over something natural.
8146,08146.png,1,,incites violence and hate against the females.
8163,08163.png,1,,uses derogatory terms against the lgbt community in a joke about pushing them off a balcony to paralyse them.
8164,08164.png,1,,ridicules the muslims for their religious hijab by likening it to a diaper.
8173,08173.png,1,,mocks the muslims as jew-hating islamists.
8176,08176.png,1,,uses derogatory terms against the blacks to compare them to shit stains.
8219,08219.png,1,,ridicules the lgbt community by labelling gays as unnatural and unintended by god.
8234,08234.png,1,,ridicules the lgbt community by using them as a slur.
8251,08251.png,1,,uses derogatory terms against the people with intellectual disabilities.
8267,08267.png,1,,mocks the whites by insinuating they engage in all sorts of incestuous relationships in the family.
8275,08275.png,1,,incites violence against the females by suggesting they should be taught with violence.
8317,08317.png,1,,mocks the muslims by ridiculing their religious headwear as diapers and insulting them as having shit for brains.
8349,08349.png,1,,incites violence against the muslims by stating it would be an honor to kill all the muslims.
8375,08375.png,1,,mocks the muslims as terrorists that have a suicide bomb vest as a traditional garb.
8395,08395.png,1,,mocks the blacks for having fathers that would disappear at their child's birth.
8439,08439.png,1,,mocks the blacks for having fathers that abandon their children at birth.
8469,08469.png,1,,dehumanizes the mexicans as petty theives that steal everything.
8471,08471.png,1,,mocks the muslims by insinuating they have sex with goats and drink camel urine yet illogically find pigs unclean.
8523,08523.png,1,,derides the immigrants as rapist and murderers that rob the future of our kids.
8534,08534.png,1,,mocks the christians by insinuating that their ideology is equivalent to child abuse.
8537,08537.png,1,,mocks the muslims by not only portraying their god allah who should not be depicted but also portraying him as a pig that is considered forbidden to muslims.
8571,08571.png,1,,mocks the asians by suggesting they have bad driving and tend to crash.
8593,08593.png,1,,mocks the jews for being into bestiality with horses and producing half-horse children.
8597,08597.png,1,,mocks the whites by labelling their dna as trashy and making fun of their facial hair.
8613,08613.png,1,,incites violence against the females by threatening to run them over.
8617,08617.png,1,,mocks the jews by making light of the 6 million jews that died during wwii.
8624,08624.png,1,,mocks the jews by using jews and nazis in a pun when the nazis killed many jews.
8632,08632.png,1,,mocks the whites for not having character as wall punching is enough to define who they are.
8637,08637.png,1,,mocks the muslims by portraying them as delusional murderers that murder for people to recognise them as a religion of peace.
8654,08654.png,1,,dehumanizes the females as objects to be owned.
8657,08657.png,1,,mocks the muslims by labelling their children as trash.
8695,08695.png,1,,mocks the muslims by saying they see people as pigs.
8793,08793.png,1,,dehumanizes the blacks as less capable humans that one should not have high expectations for.
8934,08934.png,1,,mocks the whites by labelling their kids as school killers.
8961,08961.png,1,,disrespects the jews joking about how they were not hitler's favourite race.
9138,09138.png,1,,dehumanizes the muslims as terrorists that seek to turn the us from the inside and defund their homeland security.
9184,09184.png,1,,mocks the blacks by suggesting the only way to get a black father to stay with his baby is to entice him with sneakers.
9185,09185.png,1,,mocks the muslims by suggesting they engage in sex with goats.
9187,09187.png,1,,mocks the people with physical disabilities as they cannot see the difference between a telephone and an iron and will burn themselves if they mistake one for the other.
9213,09213.png,1,,derides the males for being as evil as the devil.
9251,09251.png,1,,mocks the jews by using the concentration camps in a joke.
9267,09267.png,1,,incites hate and violence against the christians.
9268,09268.png,1,,disrespects the people with intellectual disabilities by suggesting they are products of incest.
9285,09285.png,1,,disrespects the jews by suggesting it is exciting for the jews to get burned during the holocaust.
9352,09352.png,1,,ridicules the lgbt community as they are unable to produce offspring and will hence go extinct.
9374,09374.png,1,,incites violence against the muslims by suggesting that money used for war on drugs should be redirected to make bombs to attack the muslims.
9384,09384.png,1,,mocks the muslims by saying their only usefulness is their abundance of oil.
9385,09385.png,1,,ridicules the lgbt community for engaging in anal sex.
9387,09387.png,1,,disrespects the africans by joking about a dead african boy that is being infested with flies.
9413,09413.png,1,,mocks the people with physical disabilities by making a crude sexual joke about how conjoined twins cannot finger themselves.
9465,09465.png,1,,"mocks the jews by making fun of the smell in a concentration camp, likening it to a smelly toilet."
9468,09468.png,1,,dehumanizes the africans as less capable beings that would still be backward without the help of white colonialists.
9478,09478.png,1,,uses derogatory terms against the lgbt community and suggesting they have been rebuilt over something natural.
9518,09518.png,1,,mocks the germans by suggesting they are into bestiality with goats.
9527,09527.png,1,,uses derogatory terms against the muslims to try and garner anti-muslims.
9572,09572.png,1,,dehumanizes the males as animals that are meant to be kept as pets.
9587,09587.png,1,,mocks the blacks for owing child support because their parents tend to split apart.
9624,09624.png,1,,disrespects the whites by labelling their deaths during world war as a form of reparations.
9634,09634.png,1,,mocks the females for supporting abortion as akin to murdering the babies.
9768,09768.png,1,,mocks the blacks for being blind and hence accidentally picking up an iron and burning themselves.
9814,09814.png,1,,loaths the lgbt community as unwanted and mentally deficient compared to the rest of society.
9824,09824.png,1,,incites violence against the lgbt community by suggesting that they are satisfied when transgender persons get lyncged.
9831,09831.png,1,,incites violence against the lgbt community by using a line in the bible as justification for killing gays.
9841,09841.png,1,,uses derogatory terms against the lgbt community and using them as a slur against dodge drivers.
9843,09843.png,1,,incites violence against the lgbt community by asking for them to be thrown off tall buildings to die.
9852,09852.png,1,,incites violence towards the males by asking for both their arms to be cut off.
9867,09867.png,1,,dehumanizes the muslims as killers.
10246,10246.png,1,,disrespects the jews by portraying the auschwitz concentration camps as something happy like a ginger bread house.
10256,10256.png,1,,dehumanizes the females as less capable beings that are always responsible if something goes wrong.
10258,10258.png,1,,mocks the americans by joking about the twin tower attacks that killed many americans.
10259,10259.png,1,,mocks the blacks for their irrational love of chicken that even drives them to murder.
10283,10283.png,1,,dehumanizes the blacks as lesser human beings by suggesting an all white community without them is better.
10328,10328.png,1,,uses derogatory terms against the lgbt community to mock lesbians that buy sanitary pads.
10358,10358.png,1,,mocks the africans for being starved and lacking access to proper healthcare.
10385,10385.png,1,,mocks the muslims by suggesting they roleplay as genies during sex.
10398,10398.png,1,,dehumanizes the jews as murderers.
10423,10423.png,1,,mocks the jews by making fun of their hanging as well as torture in the auschwitz concentration camps in wwii.
10436,10436.png,1,,dehumanizes the blacks as lesser humans comparable to monkeys.
10453,10453.png,1,,mocks the females by labelling them as pigs.
10479,10479.png,1,,disrespects the jews by valuing the ability of the auschwitz camps as cash chambers that draw in tourist dollars over their historical significance as war memorials.
10483,10483.png,1,,loaths the mexicans as all rapists.
10489,10489.png,1,,mocks the africans for not having any food.
10492,10492.png,1,,incites violence against the jews by asking for muslims to kill them.
10527,10527.png,1,,incites violence against the blacks by joking about headshotting 150 of them.
10528,10528.png,1,,mocks the jews by suggesting hitler had reasons for killing them during world war ii.
10547,10547.png,1,,loaths the american indians.
10562,10562.png,1,,mocks the females for being victims of rape.
10567,10567.png,1,,attacks the americans as being rag heads.
10579,10579.png,1,,disrespects the blacks by suggesting whites should not be blamed for the enslavement of balcks.
10583,10583.png,1,,slanders the blacks for being abusive partners in relationships that would give their partners black eyes.
10675,10675.png,1,,mocks the people with physical disabilities for being unable to provide handjobs.
10682,10682.png,1,,disrespects the jews by saying them have things in common with nazis.
10835,10835.png,1,,mocks the jews by downplaying their deaths at the hands of hitler by comparing it to a kill streak in video games.
10893,10893.png,1,,dehumanizes the muslims as decapitating terrorists.
10936,10936.png,1,,incites hate and violence towards the muslims by portraying them as terrorists that are all resposible for 9/11.
10943,10943.png,1,,dehumanizes the females as less capable humans that just rely on their sex appeal to win arguments.
10946,10946.png,1,,mocks the muslims for their females that cover themselves up.
10947,10947.png,1,,dehumanizes the females as sex objects that can simply be killed after being used.
10948,10948.png,1,,mocks the females by suggesting they cant drive well and are prone to car crashes.
12034,12034.png,1,,mocks the blacks by insinuating they spend most of their time in prison and are hence unable to get sunburnt.
12036,12036.png,1,,ridicules the lgbt community for not accepting their actual born sex.
12054,12054.png,1,,uses derogatory terms against the lgbt community.
12059,12059.png,1,,mocks the blacks by using a pun on kkk to draw reference to the white supremacist terrorist group.
12068,12068.png,1,,mocks the muslims by suggesting they are very happy to be surrounded by a herd of goats since they are into bestiality with goats.
12074,12074.png,1,,derides the jews as egoistic people.
12086,12086.png,1,,uses derogatory terms against the muslims to express hate and disgust.
12349,12349.png,1,,labels the muslims as terrorists that are bent on weakening homeland security in the us.
12389,12389.png,1,,mocks the muslims by suggesting it is possible to dress up as goats to catfish muslims as they are into bestiality with goats.
12483,12483.png,1,,mocks the muslims by portraying them as delusional murderers since they believe themselves to be a religion of peace yet are willing to behead those who think otherwise.
12490,12490.png,1,,dehumanizes the muslims as murderers that the government allows in.
12504,12504.png,1,,mocks the muslims by suggesting their quran allows bestiality with goats.
12507,12507.png,1,,disrespects the muslims by suggesting that suicide bomb jackets are part of their traditional clothing.
12546,12546.png,1,,mocks the blacks as both thieves as well as slaves that can be owned to polish shoes.
12547,12547.png,1,,mocks the jews by joking about anne franks capture by the nazis.
12580,12580.png,1,,ridicules the frenchs for not being very smart about their protests and demands.
12648,12648.png,1,,ridicules the muslims by suggesting they rape goats.
12649,12649.png,1,,disrespects the jews by suggesting the gassing of jews might be due to a minor misunderstanding of words.
12657,12657.png,1,,mocks the jews by trivializing what happened at auschwitz.
12704,12704.png,1,,insults the females as cows.
12748,12748.png,1,,mocks the lgbt community for having penises.
12793,12793.png,1,,ridicules the muslims for engaging in pedophilia.
12837,12837.png,1,,ridicules the immigrants as disgusting enough to warrant laws protecting them.
12867,12867.png,1,,stereotypes the muslims as hijackers and terrorists.
12873,12873.png,1,,dehumanizes the females as sex objects that should not complain about what they have.
12907,12907.png,1,,mocks the blacks by insinuating their home might as well be in jail due their high incarceration rates.
12936,12936.png,1,,dehumanizes the asians as a fetish.
12967,12967.png,1,,ridicules the muslims for their burqa worn by women by likening it to ninjas.
13067,13067.png,1,,mocks the muslims by suggesting they are into bestiality with goats and take goats as wives.
13076,13076.png,1,,mocks the females as fat and looking like chicken.
13086,13086.png,1,,mocks the muslims by portraying them as delusional murderers since they believe themselves to be a religion of peace yet are willing to kill those who think otherwise.
